N,id_TT,name_TT,address,latitude,longitude,region_tt
1629,11914,1629М_Стромынка14,"Москва ул. Стромынка, д. 14 к. 1",55.793212,37.692483,Москва
1632,11917,1632М_Южнопортовая18,"Москва ул. Южнопортовая, д. 18",55.706218,37.684712,Москва
1633,11918,1633М_Зел_Привокзальная1,"Зеленоград пл. Привокзальная, д. 1",55.978881,37.171523,Москва
1637,11924,1637М_Кировоградская23,"Москва ул. Кировоградская, д. 23 А",55.600389,37.598995,Москва
1638,11925,1638М_Псковская9,"Москва ул. Псковская, д. 9 к. 1",55.905856,37.551995,Москва
1639,11926,1639Ш_Духовской14,"Москва Духовской пер, д. 14",55.705610,37.615650,Москва
1640,11927,1640М_Старая Басманная38,"Москва ул. Старая Басманная, д. 38",55.769185,37.669369,Москва
1641,11928,1641М_Андропова30,"Москва проспект Андропова, д. 30",55.679138,37.662425,Москва
1642,11929,1642М_Космодемьянских17,"Москва ул. Зои и Александра Космодемьянских, д. 17/2",55.822301,37.514796,Москва
1643,11930,1643М_Мартеновская9,"Москва ул. Мартеновская, д. 9/13",55.756786,37.804997,Москва
1644,11931,1644М_Авангардная16,"Москва ул. Авангардная, д. 16",55.847376,37.489715,Москва
1645,11932,1645М_Сходненская25,"Москва ул. Сходненская, д. 25",55.845501,37.438754,Москва
1646,11935,1646М_Гиляровского40,"Москва ул. Гиляровского, д. 40",55.783109,37.632763,Москва
1689,11937,1689М_Солнцевский26,"Москва Солнцевский пр-т, д. 26",55.649962,37.408265,Москва
1648,11938,1648М_ГенералаКузнецова28,"Москва ул. Генерала Кузнецова, д. 28 к. 1",55.683031,37.851943,Москва
1649,11939,1649М_РимскогоКорсакова18,"Москва ул. Римского-Корсакова, д. 18",55.873642,37.609209,Москва
1651,11941,1651М_БутырскийВал48,"Москва ул. Бутырский Вал, д. 48",55.785245,37.588027,Москва
1652,11942,1652М_МаршалаКатукова25,"Москва ул. Маршала Катукова, д. 25",55.805498,37.414526,Москва
1656,11946,1656М_Бирюлевская51,"Москва ул. Бирюлевская, д. 51, к. 1",55.582655,37.671507,Москва
1657,11947,1657М_Чечерский64,"Москва пр. Чечерский, д. 64 к. 1",55.533129,37.525827,Москва
1661,11951,1661М_МаршалаБирюзова24,"Москва ул. Маршала Бирюзова, д. 24",55.796324,37.488700,Москва
1665,11955,1665М_Молодогвардейская26,"Москва ул. Молодогвардейская, д. 26 к. 1",55.734233,37.419269,Москва
1666,11956,1666М_Абрамцевская24,"Москва ул. Абрамцевская, д. 24а",55.904730,37.574579,Москва
1667,11957,1667М_Зоологическая4,"Москва ул. Зоологическая, д. 4",55.765377,37.581164,Москва
1668,11958,1668М_Веерная30,"Москва ул. Веерная, д. 30, к. 6",55.710423,37.476016,Москва
1671,11961,1671М_Новаторов16,"Москва ул. Новаторов, д. 16 к. 1",55.667279,37.524678,Москва
1672,11962,1672Ш_Гурьянова3,"Москва ул. Гурьянова, д. 3",55.691684,37.722612,Москва
1673,11963,1673М_НижняяКрасносельская35,"Москва ул. Нижняя Красносельская, д. 35 стр. 48",55.774948,37.672980,Москва
1676,11966,1676М_Медиков20,"Москва ул. Медиков, д. 20",55.632952,37.678640,Москва
1679,11969,1679М_ТульскаяМалая2,"Москва ул. Тульская Малая, д. 2/1 к. 4",55.710712,37.619082,Москва
1685,11976,1685М_Ореховый12,"Москва Ореховый б-р, д. 12, к. 1",55.608923,37.710521,Москва
1690,11980,1690М_Веерная3,"Москва ул. Веерная, д. 3 к. 6",55.705762,37.476986,Москва
1693,11983,1693М_Саянская6,"Москва ул. Саянская, д. 6а",55.767094,37.826727,Москва
1695,11985,1695М_Поварская8,"Москва ул. Поварская, д. 8/1 стр. 1",55.754141,37.598950,Москва
1696,11986,1696М_СофьиКовалевской4,"Москва ул. Софьи Ковалевской, д. 4",55.879556,37.533697,Москва
1697,11987,1697М_Цюрупы13,"Москва ул. Цюрупы, д. 13",55.666228,37.570734,Москва
1700,11990,1700МТ_Кулакова20,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
1706,11996,1706М_МГрузинская29,"Москва ул. Малая Грузинская, д. 29, стр. 2",55.768897,37.571525,Москва
1708,11998,1708М_БФакельный3,"Москва пер. Большой Факельный, д. 3 стр. 2",55.742630,37.663692,Москва
1710,12000,1710М_Краснодонская2,"Москва ул. Краснодонская, д. 2А",55.684351,37.750370,Москва
1711,12001,1711М_Кржижановского4,"Москва ул. Кржижановского, д. 4, к. 1",55.682808,37.561320,Москва
1712,12002,1712М_Измайловский58,"Москва Измайловский б-р, д. 58",55.796405,37.811878,Москва
1714,12004,1714М_Киевская20,"Москва ул. Киевская, д. 20",55.738738,37.546291,Москва
1720,12010,1720М_Солдатская8,"Москва ул. Солдатская, д. 8, к. 1",55.764465,37.701978,Москва
1721,12011,1721М_Щепкина5,"Москва ул. Щепкина, д. 5, стр. 2",55.774988,37.627687,Москва
1725,12015,1725М_Шокальского2,"Москва пр. Шокальского, д. 2",55.872233,37.647944,Москва
1728,12018,1728М_Плеханова24,"Москва ул. Плеханова, д. 24 к. 1",55.741348,37.767420,Москва
1730,12020,1730М_Декабристов15,"Москва ул. Декабристов, д. 15, стр. 2",55.865475,37.602840,Москва
1732,12022,1732М_СаморыМашела2,"Москва ул. Саморы Машела, д. 2А",55.649362,37.497773,Москва
1735,12025,1735М_Мичуринский21,"Москва пр-т Мичуринский, д. 21, к. 1",55.699370,37.503729,Москва
1740,12030,1740М_МаршалаЖукова19,"Москва пр-т Маршала Жукова, д. 19, к. 1",55.775424,37.489388,Москва
1742,12032,1742М_Щер_Юбилейная8,"Москва ул. Юбилейная, д. 8а",55.507453,37.568354,Москва
1744,12034,1744М_3_Владимирская4,"Москва ул. 3-я Владимирская, д. 4",55.762961,37.784183,Москва
1745,12035,1745М_Балаклавский5,"Москва пр-т Балаклавский, д. 5А, стр. 12",55.640853,37.608410,Москва
1747,12037,1747М_АкадемикаАрцимовича13,"Москва ул. Академика Арцимовича, д. 13",55.639176,37.513008,Москва
1751,12041,1751М_1йСмоленский21,"Москва пер. Смоленский 1-й, д. 21",55.749334,37.579178,Москва
1752,12042,1752М_БольшаяЯкиманка54,"Москва ул. Большая Якиманка, д. 54",55.731384,37.611473,Москва
1755,12045,1755М_3-яВладимирская25,"Москва ул. 3-я Владимирская, д. 25, к. 1",55.754644,37.790920,Москва
1756,12046,1756Ш_Алтуфьевское58,"Москва ш. Алтуфьевское, д. 58",55.881747,37.587703,Москва
1757,12047,1757М_Симферопольский22,"Москва б-р Симферопольский, д. 22, к. 1",55.647925,37.604753,Москва
1769,12059,1769М_Обручева16,"Москва ул. Обручева, д. 16, к. 1",55.658810,37.514383,Москва
1775,12065,1775М_Строителей11,"Москва ул. Строителей, д. 11 к. 1",55.687350,37.533742,Москва
1779,12069,1779М_2йНовоподмосковный3,"Москва пер. Новоподмосковный 2-й, д. 3",55.818043,37.509298,Москва
1781,12071,1781М_Тро_БольшаяОктябрьская9,"Москва ул. Большая Октябрьская, д. 9А",55.490718,37.302964,Москва
1782,12072,1782М_Можайское41,"Москва ш. Можайское, д. 41, к. 1",55.716985,37.411894,Москва
1790,12080,1790М_Беговая11,"Москва ул. Беговая, д. 11",55.779180,37.556783,Москва
1792,12082,1792МТ_Щепкина42,"Москва ул. Щепкина, д. 42, стр. 2А",55.782547,37.629834,Москва
1794,12084,1794М_МалаяФилевская18,"Москва ул. Малая Филевская, д. 18",55.737061,37.468183,Москва
1795,12085,1795М_ДмитрияДонского2,"Москва бульвар Дмитрия Донского, д. 2, к. 1",55.570166,37.575693,Москва
1801,12091,1801М_Костякова9,"Москва ул. Костякова, д. 9",55.812772,37.571327,Москва
1822,12112,1822М_АкадемикаПилюгина4,"Москва ул. Академика Пилюгина, д. 4",55.672691,37.542222,Москва
